url_length,num_dots,num_hyphens,num_digits,num_subdomains,has_ip_address,has_at_symbol,uses_https,suspicious_tld,shortened_url,domain_age_days,dns_record_age_days,redirect_count,external_link_ratio,request_url_ratio,anchor_url_ratio,form_action_external,iframe_count,popup_count,script_count,url_entropy,brand_mismatch,login_form,certificate_days_left,page_rank_proxy,spelling_score,favicon_external,nonstandard_port,page_category,tls_issuer,is_phishing
77.0,2,2,3,1,0,0,1,0,0,3941.0,2313.0,1,0.1658,0.2695,0.6354,1,0,0,12.0,3.851,0,0,-4.0,14.66,84.9,0,0,other,trusted_ca,0
102.0,2,0,2,3,1,0,1,1,0,101.0,0.0,0,0.4596,0.3023,0.419,0,0,0,27.0,3.562,1,1,231.0,48.8,98.65,0,0,ecommerce,trusted_ca,1
31.0,2,2,4,1,0,1,1,0,0,2260.0,1054.0,1,0.2255,0.5658,0.1418,0,0,3,21.0,3.82,0,1,162.0,11.98,97.36,0,0,social,trusted_ca,1
9.0,1,1,4,2,0,0,1,1,1,8672.0,5492.0,1,0.2028,0.2657,0.5716,0,0,0,20.0,3.438,1,0,11.0,66.11,88.27,0,0,social,trusted_ca,0
144.0,3,1,7,0,0,0,1,0,0,1579.0,819.0,2,0.3567,0.5977,0.8523,0,0,0,83.0,2.651,0,0,101.0,13.85,93.66,0,0,social,trusted_ca,0
64.0,2,0,3,0,0,0,1,0,0,9000.0,7705.0,1,0.255,0.3561,0.3417,0,0,1,13.0,3.314,0,1,34.0,9.36,87.59,0,0,cloud,trusted_ca,0
54.0,3,0,5,1,0,0,1,0,0,292.0,169.0,1,0.0846,0.2236,0.0306,0,0,0,8.0,3.929,0,1,195.0,12.3,93.37,0,0,ecommerce,missing,0
120.0,2,0,3,0,0,0,1,0,0,888.0,563.0,0,0.4413,0.1594,0.2348,0,0,0,20.0,3.505,0,0,200.0,45.7,77.81,0,0,ecommerce,trusted_ca,0
107.0,2,1,3,2,0,0,1,1,0,722.0,431.0,1,0.3068,0.5467,0.3886,0,0,0,3.0,3.161,0,0,239.0,37.91,95.89,0,0,cloud,missing,1
19.0,5,1,1,2,0,0,1,0,0,4036.0,,1,0.5129,0.2839,0.1127,0,2,0,17.0,3.378,0,0,178.0,43.54,100.0,0,0,social,trusted_ca,0
67.0,3,1,6,0,1,0,1,0,0,1447.0,715.0,0,0.7903,0.2237,0.2254,0,0,1,12.0,3.61,0,0,-17.0,8.39,83.92,0,0,ecommerce,trusted_ca,0
55.0,1,0,4,2,0,0,1,0,0,2094.0,1395.0,0,0.281,0.0055,0.0955,1,0,0,25.0,3.695,0,1,113.0,76.81,78.38,0,0,other,trusted_ca,0
41.0,2,0,8,0,0,0,1,0,0,1310.0,1013.0,0,0.506,0.1651,0.8237,0,2,0,11.0,4.457,1,0,-11.0,54.16,100.0,1,0,social,unknown_ca,0
47.0,2,1,4,0,0,0,1,0,0,5212.0,3161.0,0,0.3223,0.5154,0.6629,0,0,0,15.0,2.457,0,0,204.0,20.1,86.84,1,0,other,trusted_ca,0
87.0,2,1,4,1,0,0,1,0,0,3514.0,2645.0,1,0.3226,0.355,0.3883,0,2,0,9.0,3.436,0,1,77.0,28.74,91.82,0,0,other,trusted_ca,0
43.0,5,1,3,1,0,0,1,0,0,1072.0,251.0,2,0.1819,0.1923,0.7596,0,0,0,11.0,2.745,0,0,146.0,42.32,90.79,0,0,other,trusted_ca,0
96.0,1,2,2,1,0,0,0,0,0,312.0,245.0,0,0.0865,0.1162,0.6078,0,1,0,5.0,3.699,0,0,-30.0,45.79,100.0,0,0,cloud,trusted_ca,0
50.0,3,3,7,1,1,0,1,0,0,490.0,260.0,0,0.2694,0.2421,0.1958,1,0,1,37.0,3.701,0,1,216.0,72.79,93.7,0,0,cloud,trusted_ca,0
59.0,3,0,1,1,1,0,1,0,0,1269.0,1144.0,0,0.5231,0.228,0.5331,0,1,0,29.0,4.119,0,1,10.0,62.01,88.95,0,0,blog,trusted_ca,0
17.0,6,1,5,1,0,0,1,0,0,4135.0,,1,0.3186,0.5785,0.274,0,0,0,26.0,3.677,0,1,-30.0,38.09,99.86,0,0,blog,trusted_ca,0
52.0,1,1,2,2,0,0,1,0,0,985.0,534.0,1,0.4485,0.0511,0.2455,0,1,0,7.0,3.582,0,1,105.0,,92.12,0,0,banking,trusted_ca,1
83.0,1,1,5,0,0,0,1,0,0,590.0,113.0,2,0.4559,0.4994,0.3862,0,0,0,35.0,4.142,1,0,69.0,21.75,88.74,0,0,social,trusted_ca,1
22.0,2,2,6,0,1,0,1,0,0,61.0,0.0,0,0.2789,0.6595,0.3877,0,0,0,27.0,3.208,1,0,112.0,29.62,100.0,0,0,other,trusted_ca,0
53.0,2,2,3,2,0,0,1,0,0,489.0,255.0,0,0.3506,0.0603,0.6196,0,1,0,12.0,2.784,0,0,191.0,69.16,88.76,0,0,ecommerce,trusted_ca,0
28.0,3,3,5,1,0,0,1,0,0,1060.0,486.0,2,0.5796,0.1443,0.1503,0,0,0,37.0,2.32,0,1,93.0,16.52,96.69,0,0,ecommerce,trusted_ca,0
52.0,2,2,6,2,0,0,1,0,0,435.0,,1,0.422,0.8252,0.443,0,0,0,21.0,2.704,0,0,-30.0,27.59,96.15,0,0,social,trusted_ca,0
82.0,2,1,5,3,0,1,1,0,0,941.0,889.0,0,0.5088,0.2128,0.3862,1,1,0,11.0,3.724,0,1,160.0,,100.0,0,0,banking,trusted_ca,1
63.0,1,1,2,1,1,0,1,0,0,1479.0,891.0,3,0.203,0.4522,0.4758,0,0,0,4.0,3.095,0,0,108.0,16.82,90.21,0,0,social,trusted_ca,0
65.0,4,1,2,1,0,0,1,0,0,695.0,94.0,1,0.1017,0.2193,0.3867,1,0,0,26.0,2.242,1,0,202.0,51.75,91.02,0,0,blog,trusted_ca,0
50.0,2,2,6,2,0,0,0,0,0,875.0,311.0,0,0.1614,0.2719,0.2484,0,0,0,21.0,3.105,0,0,93.0,24.38,95.58,0,0,banking,self_signed,1
76.0,3,2,1,0,0,0,0,0,0,1211.0,895.0,1,0.6391,0.4051,0.1727,1,0,0,15.0,3.532,0,1,54.0,35.13,100.0,0,0,other,trusted_ca,1
71.0,3,4,5,2,0,0,1,0,0,1595.0,1031.0,1,0.4784,0.2487,0.4538,0,0,2,30.0,3.395,1,0,73.0,5.4,84.0,0,0,other,trusted_ca,0
48.0,2,0,10,0,0,0,1,0,1,789.0,513.0,1,0.2015,0.2058,0.3534,0,0,0,34.0,4.198,1,0,151.0,24.4,86.54,0,0,blog,trusted_ca,0
55.0,0,2,5,1,0,0,1,0,0,4771.0,4303.0,1,0.4341,0.5122,0.3128,0,0,0,39.0,3.325,0,0,269.0,42.9,90.24,0,0,other,trusted_ca,0
25.0,1,2,6,0,0,0,0,0,0,4118.0,3144.0,0,0.6115,0.3995,0.307,0,3,0,40.0,4.093,0,0,55.0,21.69,91.48,0,0,cloud,missing,0
113.0,2,3,6,1,0,0,1,0,0,,89.0,2,0.2053,0.5672,0.4833,0,0,0,23.0,2.375,0,1,51.0,9.87,89.34,0,0,banking,unknown_ca,1
62.0,2,0,5,2,1,0,1,1,0,981.0,872.0,1,0.1267,0.7237,0.712,0,0,0,13.0,3.398,0,0,243.0,71.81,91.75,0,0,other,trusted_ca,0
41.0,2,0,2,4,0,0,1,0,0,273.0,182.0,1,0.151,0.4959,0.5262,0,0,1,18.0,2.49,0,0,302.0,45.23,83.9,0,0,blog,unknown_ca,0
28.0,0,0,4,0,1,0,1,0,0,420.0,147.0,1,0.3124,0.2479,0.4238,0,1,0,18.0,3.951,0,1,,36.28,92.6,0,0,other,unknown_ca,0
82.0,5,2,7,1,0,0,1,0,0,1370.0,770.0,1,0.5207,0.4664,0.462,0,0,0,31.0,3.208,0,0,120.0,24.15,96.55,0,0,other,missing,0
40.0,2,0,5,2,0,0,0,1,0,212.0,59.0,0,0.3913,0.403,0.3508,1,1,0,9.0,2.25,0,0,187.0,80.14,94.74,0,0,banking,self_signed,1
58.0,2,1,6,2,0,0,1,0,0,252.0,92.0,2,0.0592,0.1019,0.4143,0,0,0,14.0,3.304,0,0,,20.95,87.22,0,0,other,unknown_ca,1
25.0,2,0,6,2,0,0,1,0,1,2474.0,1925.0,0,0.4239,0.2467,0.442,0,1,0,9.0,3.361,0,0,324.0,60.1,72.96,0,0,blog,trusted_ca,1
48.0,2,2,3,1,0,0,1,0,0,681.0,558.0,1,0.6184,0.387,0.5684,0,0,0,11.0,2.216,0,0,128.0,5.72,92.86,0,0,other,self_signed,1
29.0,4,0,3,2,0,0,0,1,0,2051.0,,2,0.0248,0.3448,0.6503,0,0,0,29.0,3.417,0,0,-22.0,57.9,81.44,0,0,other,trusted_ca,1
79.0,4,0,3,0,0,0,0,0,0,1994.0,1297.0,0,0.311,0.3598,0.3831,0,1,0,6.0,4.344,0,0,347.0,34.85,81.97,0,0,banking,trusted_ca,0
70.0,5,0,1,0,0,0,1,0,0,545.0,546.0,0,0.3891,0.2641,0.4281,0,0,0,33.0,4.298,0,1,216.0,15.89,95.43,0,0,other,trusted_ca,0
49.0,2,0,8,0,0,0,1,1,1,209.0,111.0,1,0.7658,0.1534,0.201,0,0,0,41.0,3.606,0,0,-1.0,0.98,84.56,0,0,other,trusted_ca,0
33.0,1,2,8,2,1,0,1,0,0,2140.0,517.0,1,0.3747,0.2183,0.2402,1,1,1,7.0,3.498,0,0,190.0,48.8,85.83,0,0,other,trusted_ca,0
17.0,1,0,1,0,0,1,0,0,0,521.0,213.0,1,0.3503,0.6229,0.4277,0,1,0,9.0,4.815,0,1,129.0,10.51,93.3,0,0,other,trusted_ca,1
93.0,2,1,6,1,0,0,0,0,0,354.0,103.0,0,0.0243,0.0919,0.1265,0,0,1,43.0,3.985,0,1,44.0,34.57,100.0,1,0,other,trusted_ca,0
74.0,1,3,5,2,0,0,1,0,0,202.0,0.0,1,0.2979,0.4885,0.2336,1,0,0,52.0,2.924,0,0,119.0,24.62,93.9,0,0,ecommerce,unknown_ca,1
49.0,2,0,4,2,0,0,1,0,0,127.0,40.0,0,0.1689,0.6417,0.6234,0,0,0,9.0,2.745,0,1,195.0,25.87,95.88,0,0,other,trusted_ca,0
46.0,1,1,5,1,0,0,0,0,0,1764.0,1224.0,1,0.7966,0.2285,0.5637,1,1,3,10.0,3.542,0,0,148.0,23.88,100.0,0,0,ecommerce,trusted_ca,1
68.0,1,2,3,1,0,0,1,0,0,390.0,272.0,0,0.241,0.3819,0.5133,0,0,0,41.0,3.112,0,0,33.0,37.29,90.45,0,0,other,trusted_ca,0
62.0,2,1,5,0,0,0,1,0,1,757.0,541.0,1,0.468,0.3414,0.1382,0,0,0,13.0,5.057,0,1,142.0,9.85,93.15,0,0,cloud,trusted_ca,0
83.0,3,3,2,0,0,0,1,0,0,695.0,476.0,1,0.8321,0.2974,0.5759,0,1,1,25.0,3.605,0,0,234.0,40.55,90.52,0,0,cloud,trusted_ca,0
28.0,1,0,5,2,1,0,1,1,0,1389.0,456.0,1,0.0915,0.6654,0.3168,0,1,0,8.0,2.78,0,0,25.0,10.04,93.65,0,0,ecommerce,trusted_ca,0
102.0,1,1,1,2,0,0,1,0,0,1690.0,666.0,0,0.4595,0.2612,0.243,0,1,0,18.0,3.839,0,0,112.0,30.13,100.0,0,0,banking,trusted_ca,0
70.0,2,0,4,1,0,0,1,0,0,1059.0,1111.0,0,0.1785,0.3772,0.7183,0,0,0,4.0,2.864,0,1,17.0,37.52,98.81,0,0,cloud,trusted_ca,0
79.0,4,1,3,2,0,0,1,1,0,206.0,119.0,0,0.5027,0.2835,0.4117,0,0,0,30.0,2.645,0,0,133.0,44.2,91.06,0,0,other,trusted_ca,0
23.0,2,2,4,1,0,1,1,0,0,540.0,379.0,0,0.3764,0.2191,0.1514,0,0,0,1.0,2.489,0,1,225.0,26.19,81.31,0,0,social,trusted_ca,0
25.0,4,2,4,0,0,0,1,0,0,771.0,,2,0.1087,0.3537,0.7206,0,0,0,14.0,2.694,1,0,77.0,51.38,96.09,0,0,ecommerce,trusted_ca,0
55.0,5,2,3,0,0,0,1,0,0,247.0,123.0,0,0.266,0.2229,0.2016,0,1,0,15.0,4.747,0,1,74.0,40.91,83.05,0,0,cloud,missing,1
15.0,1,0,2,1,0,0,1,0,0,2002.0,1133.0,2,0.4306,0.295,0.6383,0,0,1,22.0,2.616,1,0,235.0,19.51,92.42,0,0,banking,trusted_ca,0
74.0,1,1,6,1,0,0,1,0,0,505.0,324.0,2,0.353,0.4287,0.1708,1,0,0,10.0,3.604,0,0,122.0,42.09,100.0,0,0,social,trusted_ca,1
80.0,3,1,5,2,0,0,1,0,1,877.0,821.0,1,0.513,0.1588,0.7726,0,0,0,14.0,2.684,0,1,41.0,7.04,100.0,0,0,social,trusted_ca,0
51.0,0,1,3,2,0,0,1,0,1,1511.0,1029.0,0,0.1682,0.32,0.4577,0,0,0,17.0,2.993,0,0,6.0,7.81,90.97,0,0,banking,trusted_ca,0
97.0,6,0,4,2,0,0,1,0,0,1880.0,1253.0,1,0.629,0.1708,0.3492,0,2,0,8.0,3.277,0,0,-30.0,34.55,82.36,1,0,social,trusted_ca,0
55.0,5,1,3,2,0,0,1,0,0,270.0,313.0,1,0.2322,0.3258,0.0182,0,1,1,17.0,2.566,1,1,-19.0,4.11,95.78,0,0,ecommerce,missing,1
26.0,2,1,1,1,0,0,1,1,1,1441.0,974.0,0,0.0806,0.1181,0.163,1,0,0,14.0,2.819,1,0,167.0,20.02,95.47,0,0,blog,trusted_ca,0
30.0,4,3,6,1,0,0,1,0,0,2298.0,1708.0,2,0.2659,0.3156,0.2446,0,1,0,7.0,4.236,0,0,257.0,61.73,97.28,0,0,ecommerce,unknown_ca,0
37.0,1,2,7,1,0,0,0,0,0,362.0,372.0,2,0.1451,0.2933,0.2368,0,0,0,19.0,3.803,0,0,27.0,38.88,96.06,0,0,cloud,trusted_ca,0
55.0,3,4,5,2,1,0,1,0,1,3815.0,1599.0,2,0.3595,0.4757,0.4026,0,1,0,86.0,2.853,0,0,128.0,19.54,99.67,0,0,social,trusted_ca,0
14.0,1,2,3,1,0,0,1,0,0,99.0,55.0,1,0.4094,0.6301,0.3553,0,0,0,8.0,4.152,0,0,209.0,50.49,86.74,0,0,ecommerce,trusted_ca,1
80.0,3,1,4,3,1,0,1,0,0,434.0,299.0,1,0.2021,0.2411,0.3595,0,1,0,11.0,2.302,0,1,116.0,39.01,86.54,0,0,cloud,trusted_ca,1
136.0,4,0,2,2,1,0,1,0,0,1175.0,765.0,2,0.4452,0.224,0.5161,1,0,0,20.0,2.661,1,1,69.0,9.34,84.11,0,0,ecommerce,trusted_ca,1
60.0,0,1,0,0,1,0,1,1,0,353.0,308.0,1,0.3357,0.233,0.4133,0,0,0,36.0,3.147,1,1,162.0,6.57,96.54,0,0,other,trusted_ca,1
72.0,2,3,4,3,1,0,1,0,0,246.0,227.0,3,0.1958,0.6085,0.6627,1,0,1,20.0,2.066,0,0,111.0,30.14,84.64,0,0,ecommerce,trusted_ca,1
73.0,2,1,8,0,0,0,1,0,0,222.0,176.0,0,0.3799,0.1391,0.2748,0,1,0,11.0,2.719,1,0,65.0,45.67,98.85,0,0,cloud,trusted_ca,1
46.0,3,1,6,0,0,0,1,0,0,281.0,138.0,0,0.2231,0.4463,0.4887,0,0,1,17.0,4.197,0,1,142.0,53.07,85.86,0,0,other,trusted_ca,0
87.0,1,1,1,1,0,0,1,0,0,155.0,88.0,1,0.226,0.4048,0.4483,1,0,3,8.0,2.546,0,1,51.0,20.49,95.54,0,0,ecommerce,trusted_ca,1
152.0,0,2,6,1,0,0,1,1,0,899.0,151.0,0,0.6599,0.5171,0.1399,0,1,1,20.0,2.521,1,0,192.0,72.32,85.58,0,0,cloud,trusted_ca,0
24.0,0,3,3,1,0,0,0,0,0,889.0,736.0,2,0.3921,0.4632,0.3157,1,0,0,27.0,2.987,1,1,55.0,34.51,85.95,0,0,other,trusted_ca,1
30.0,1,1,1,1,0,0,0,0,1,579.0,329.0,1,0.0751,0.3673,0.773,1,1,1,9.0,3.521,0,0,81.0,31.19,84.09,0,0,other,missing,1
58.0,0,2,5,1,0,0,0,0,0,9000.0,3751.0,1,0.6493,0.4046,0.3747,0,0,0,13.0,3.158,0,0,-30.0,50.83,95.76,0,0,social,trusted_ca,0
42.0,1,1,2,1,0,0,1,0,0,322.0,199.0,2,0.6664,0.133,0.4124,0,1,0,16.0,2.998,1,0,,28.21,100.0,1,0,cloud,self_signed,1
58.0,1,1,5,0,1,0,1,0,0,342.0,169.0,0,0.0186,0.0596,0.2617,1,1,0,8.0,3.319,1,1,212.0,64.74,93.84,0,0,other,trusted_ca,1
51.0,2,1,2,3,0,0,0,0,0,681.0,642.0,0,0.4545,0.5049,0.441,0,1,0,6.0,3.35,0,1,104.0,41.42,100.0,0,0,blog,unknown_ca,0
70.0,3,2,5,1,0,0,1,0,0,110.0,50.0,1,0.5288,0.3602,0.351,0,3,2,50.0,3.29,0,0,,8.35,98.95,0,0,social,trusted_ca,1
89.0,1,1,4,1,0,0,1,0,0,350.0,312.0,1,0.7636,0.496,0.3253,0,0,0,5.0,4.685,0,1,114.0,59.16,96.41,0,0,other,missing,1
100.0,4,1,3,3,0,1,1,0,0,1719.0,1460.0,0,0.1397,0.4348,0.0778,0,1,0,17.0,2.05,0,0,148.0,55.62,100.0,0,0,banking,unknown_ca,0
69.0,1,0,4,0,1,1,1,0,0,1436.0,1151.0,1,0.5665,0.2477,0.5668,0,0,0,10.0,3.705,1,0,36.0,37.7,95.11,0,0,other,,1
84.0,3,1,5,2,0,0,0,0,0,1263.0,788.0,1,0.3473,0.3623,0.3062,0,0,0,7.0,3.785,0,0,333.0,8.11,96.02,0,0,banking,trusted_ca,0
56.0,4,3,3,1,0,0,1,0,0,1267.0,906.0,1,0.523,0.0562,0.1544,0,0,0,18.0,3.554,1,0,89.0,8.98,100.0,0,0,social,unknown_ca,0
45.0,5,2,2,2,0,0,1,0,0,672.0,249.0,0,0.2149,0.1545,0.3601,0,0,0,24.0,2.759,0,1,199.0,19.96,81.67,0,0,banking,trusted_ca,1
95.0,0,2,9,0,0,0,1,0,0,586.0,591.0,0,0.5625,0.5226,0.4684,1,0,0,11.0,3.82,0,0,344.0,50.11,98.96,0,0,blog,trusted_ca,0
33.0,3,2,2,1,0,0,1,0,0,116.0,105.0,1,0.3192,0.0194,0.1538,0,0,0,18.0,3.342,0,0,10.0,48.22,89.58,0,0,ecommerce,trusted_ca,0
57.0,1,0,9,2,0,0,1,1,0,1476.0,1464.0,1,0.0694,0.4619,0.5678,0,0,0,8.0,4.184,0,0,27.0,49.09,82.71,0,0,other,self_signed,1
65.0,2,1,6,0,0,0,1,1,0,721.0,696.0,3,0.6206,0.8067,0.4598,0,0,1,9.0,3.5,0,0,97.0,26.23,86.62,0,0,banking,self_signed,0
69.0,3,1,4,0,0,0,1,0,0,9000.0,4952.0,2,0.5106,0.3574,0.5832,0,0,1,12.0,3.487,0,1,-30.0,73.04,88.09,0,0,other,trusted_ca,0
60.0,2,1,3,0,0,0,0,0,0,485.0,376.0,0,0.3844,0.5231,0.7469,1,1,0,8.0,2.98,0,1,124.0,14.79,90.28,0,0,social,unknown_ca,1
38.0,5,0,1,1,0,0,1,1,0,1164.0,716.0,1,0.2923,0.365,0.1092,0,0,0,35.0,3.55,0,1,105.0,44.57,100.0,0,1,ecommerce,trusted_ca,0
22.0,5,0,6,2,0,0,1,0,1,154.0,67.0,1,0.4634,0.7025,0.1214,0,0,0,10.0,2.608,0,0,-9.0,48.25,98.24,0,0,cloud,trusted_ca,0
43.0,1,1,5,2,0,0,1,0,0,763.0,313.0,0,0.4127,0.3619,0.465,0,0,1,34.0,3.934,0,1,,38.65,96.81,0,0,ecommerce,trusted_ca,0
74.0,1,0,2,0,0,0,1,0,0,917.0,355.0,0,0.5498,0.7953,0.3854,0,0,1,18.0,2.483,0,0,176.0,17.17,94.1,0,0,ecommerce,trusted_ca,0
40.0,1,1,3,0,0,0,1,0,0,1445.0,1364.0,2,0.1724,0.7642,0.5439,1,0,2,16.0,4.47,0,0,183.0,41.63,94.38,1,0,social,trusted_ca,0
67.0,4,0,4,0,0,0,1,0,0,411.0,171.0,0,0.3492,0.1002,0.6681,0,0,0,2.0,3.073,0,0,18.0,3.54,95.3,1,0,banking,missing,0
80.0,3,3,4,0,0,0,1,0,0,677.0,584.0,0,0.2451,0.4695,0.4977,0,1,0,22.0,3.136,0,1,90.0,41.35,87.56,0,0,other,trusted_ca,0
91.0,3,1,4,1,1,0,1,0,0,635.0,345.0,0,0.2386,0.3081,0.486,0,0,0,19.0,2.127,0,0,126.0,14.96,100.0,0,1,blog,trusted_ca,0
